Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group)
2014,5,6,11,17.4
2014,5,6,19,22.7
2014,5,6,21,22.8
2014,5,6,22,14.8
2014,6,6,11,20.6
2014,6,6,21,18.5
2014,6,6,22,14.1
2014,7,6,11,10.1
2014,7,6,21,17.1
2014,7,6,22,22.0
2014,8,6,21,26.0
2014,8,6,22,7.3
2014,9,6,11,15.3
2014,9,6,21,15.1
2014,9,6,22,18.9
2014,10,6,11,15.6
2014,10,6,21,14.6
2014,10,6,22,19.3
2014,11,6,11,23.0
2014,11,6,20,9.1
2014,11,6,22,10.1
2014,12,6,11,9.6
2014,12,6,19,35.0
2014,12,6,22,16.1
2014,13,6,11,12.9
2014,13,6,21,24.5
2014,13,6,22,16.3
2014,14,6,11,14.1
2014,14,6,19,31.7
2014,14,6,21,27.1
2014,14,6,22,23.1
2014,15,6,11,17.6
2014,15,6,21,25.3
2014,15,6,22,18.1
2014,16,6,11,14.2
2014,16,6,19,35.1
2014,16,6,21,25.5
2014,16,6,22,17.5
2014,17,6,11,26.5
2014,17,6,19,44.1
2014,17,6,21,29.7
2014,17,6,22,25.5
2014,18,6,11,19.8
2014,18,6,19,31.6
2014,18,6,21,24.6
2014,18,6,22,23.8
2014,19,6,11,33.2
2014,19,6,19,42.1
2014,19,6,22,18.5
2014,20,6,11,8.2
2014,20,6,21,16.8
2014,20,6,22,15.5
2014,21,6,11,17.1
2014,21,6,19,26.6
2014,21,6,20,6.0
2014,21,6,21,16.6
2014,21,6,22,14.4
2014,22,6,11,32.4
2014,22,6,19,61.5
2014,22,6,21,22.3
2014,22,6,22,20.1
2014,23,6,11,14.3
2014,23,6,19,38.6
2014,23,6,20,9.5
2014,23,6,21,22.3
2014,23,6,22,15.9
2014,24,6,21,20.7
2014,24,6,22,25.3
2014,25,6,11,21.0
2014,25,6,21,21.2
2014,25,6,22,20.8
2014,26,6,11,32.2
2014,26,6,19,43.1
2014,26,6,22,17.8
2014,27,6,11,14.0
2014,27,6,19,46.6
2014,27,6,21,19.9
2014,27,6,22,17.0
2014,28,6,11,15.8
2014,28,6,19,34.8
2014,28,6,21,24.6
2014,28,6,22,17.2
2014,30,6,11,14.2
2014,30,6,20,8.0
2014,30,6,21,18.0
2014,30,6,22,15.9
2014,31,6,11,20.0
2014,31,6,19,11.8
2014,31,6,21,31.4
2014,31,6,22,19.2
2014,32,6,11,14.1
2014,32,6,20,6.2
2014,32,6,21,16.1
2014,32,6,22,15.0
2014,33,6,11,11.7
2014,33,6,19,23.8
2014,33,6,21,20.6
2014,33,6,22,19.4
2014,34,6,11,51.0
2014,34,6,19,47.9
2014,34,6,22,17.6
2014,35,6,11,20.8
2014,35,6,21,22.0
2014,35,6,22,20.7
2014,36,6,11,13.3
2014,36,6,19,26.5
2014,36,6,21,25.6
2014,36,6,22,20.2
2014,37,6,11,12.7
2014,37,6,22,17.1
2014,38,6,11,25.1
2014,38,6,21,24.1
2014,38,6,22,19.4
2014,39,6,11,13.6
2014,39,6,21,21.9
2014,39,6,22,16.2
2014,40,6,11,20.6
2014,40,6,19,35.4
2014,40,6,21,21.9
2014,40,6,22,20.9
2014,41,6,19,43.0
2014,41,6,22,16.7
2014,42,6,11,26.1
2014,42,6,21,21.5
2014,42,6,22,24.7
2014,43,6,11,13.4
2014,43,6,20,8.0
2014,43,6,21,13.9
2014,43,6,22,16.1
2014,44,6,11,10.4
2014,44,6,19,14.7
2014,44,6,22,9.3
2014,46,6,11,15.2
2014,46,6,19,34.8
2014,46,6,20,11.9
2014,46,6,21,19.5
2014,46,6,22,20.2
2014,47,6,11,13.3
2014,47,6,19,43.8
2014,47,6,20,8.8
2014,47,6,21,17.4
2014,47,6,22,15.3
2014,48,6,11,29.6
2014,48,6,21,25.7
2014,48,6,22,26.7
2014,49,6,11,15.3
2014,49,6,19,33.6
2014,49,6,21,35.1
2014,49,6,22,16.4
2014,50,6,11,14.6
2014,50,6,19,47.2
2014,50,6,22,18.8
2015,0,6,11,20.2
2015,0,6,19,40.6
2015,0,6,21,20.0
2015,0,6,22,21.9
2015,1,6,11,21.1
2015,1,6,19,34.7
2015,1,6,22,15.8
2015,2,6,11,12.8
2015,2,6,19,19.2
2015,2,6,21,15.0
2015,2,6,22,14.7
2015,3,6,19,31.7
2015,3,6,21,27.4
2015,3,6,22,24.9
2015,4,6,11,10.7
2015,4,6,19,20.0
2015,4,6,20,6.4
2015,4,6,21,14.6
2015,4,6,22,13.3
2015,5,6,11,15.6
2015,5,6,19,33.8
2015,5,6,21,23.6
2015,5,6,22,15.2
2015,6,6,11,15.4
2015,6,6,21,16.9
2015,6,6,22,12.9
2015,7,6,11,13.7
2015,7,6,21,17.2
2015,7,6,22,17.9
2015,8,6,21,24.6
2015,8,6,22,7.0
2015,9,6,11,13.0
2015,9,6,19,31.0
2015,9,6,21,14.0
2015,9,6,22,17.4
2015,10,6,21,16.9
2015,10,6,22,19.0
2015,11,6,11,17.7
2015,11,6,20,10.6
2015,11,6,22,13.0
2015,12,6,11,15.1
2015,12,6,19,26.7
2015,12,6,22,13.1
2015,13,6,11,10.9
2015,13,6,21,16.0
2015,13,6,22,16.1
2015,14,6,11,11.3
2015,14,6,21,21.6
2015,14,6,22,20.9
2015,15,6,11,15.5
2015,15,6,21,24.9
2015,15,6,22,17.8
2015,16,6,11,16.0
2015,16,6,19,27.7
2015,16,6,20,8.5
2015,16,6,21,25.1
2015,16,6,22,17.3
2015,17,6,11,26.6
2015,17,6,21,22.4
2015,17,6,22,25.8
2015,18,6,11,23.6
2015,18,6,21,21.2
2015,18,6,22,22.3
2015,19,6,11,25.8
2015,19,6,19,42.2
2015,19,6,22,18.9
2015,20,6,11,10.2
2015,20,6,21,15.3
2015,20,6,22,16.9
2015,21,6,11,11.6
2015,21,6,20,5.4
2015,21,6,21,15.7
2015,21,6,22,14.6
2015,22,6,11,19.3
2015,22,6,19,43.8
2015,22,6,21,26.0
2015,22,6,22,19.8
2015,23,6,11,16.8
2015,23,6,19,38.1
2015,23,6,20,7.8
2015,23,6,21,21.0
2015,23,6,22,15.7
2015,24,6,21,22.1
2015,24,6,22,22.5
2015,25,6,11,21.8
2015,25,6,19,41.9
2015,25,6,21,25.8
2015,25,6,22,21.7
2015,26,6,11,29.0
2015,26,6,19,37.1
2015,26,6,22,17.4
2015,27,6,11,15.2
2015,27,6,19,30.8
2015,27,6,21,21.9
2015,27,6,22,16.7
2015,28,6,11,14.3
2015,28,6,21,27.4
2015,28,6,22,17.5
2015,30,6,11,11.0
2015,30,6,20,8.5
2015,30,6,21,18.3
2015,30,6,22,14.0
2015,31,6,11,18.1
2015,31,6,19,12.6
2015,31,6,21,35.1
2015,31,6,22,16.6
2015,32,6,11,14.2
2015,32,6,19,29.8
2015,32,6,20,10.2
2015,32,6,21,15.9
2015,32,6,22,16.0
2015,33,6,11,8.6
2015,33,6,19,30.2
2015,33,6,21,21.6
2015,33,6,22,19.5
2015,34,6,19,42.1
2015,34,6,22,17.3
2015,35,6,11,29.2
2015,35,6,21,28.2
2015,35,6,22,20.4
2015,36,6,11,17.1
2015,36,6,19,32.5
2015,36,6,21,25.0
2015,36,6,22,21.5
2015,37,6,11,15.5
2015,37,6,19,26.1
2015,37,6,21,30.7
2015,37,6,22,16.6
2015,38,6,11,25.3
2015,38,6,21,25.6
2015,38,6,22,17.1
2015,39,6,11,10.8
2015,39,6,21,18.5
2015,39,6,22,15.7
2015,40,6,11,10.6
2015,40,6,19,31.6
2015,40,6,21,19.6
2015,40,6,22,19.8
2015,41,6,19,41.7
2015,41,6,22,17.6
2015,42,6,19,52.1
2015,42,6,21,19.0
2015,42,6,22,22.7
2015,43,6,11,13.1
2015,43,6,19,38.3
2015,43,6,20,5.0
2015,43,6,21,17.1
2015,43,6,22,16.8
2015,44,6,11,10.1
2015,44,6,22,8.7
2015,45,6,19,36.4
2015,45,6,22,15.8
2015,46,6,11,15.3
2015,46,6,20,8.5
2015,46,6,21,19.2
2015,46,6,22,16.7
2015,47,6,11,12.8
2015,47,6,19,34.6
2015,47,6,20,8.4
2015,47,6,21,21.9
2015,47,6,22,14.8
2015,48,6,21,30.6
2015,48,6,22,25.3
2015,49,6,19,47.6
2015,49,6,21,36.4
2015,49,6,22,16.1
2015,50,6,11,18.2
2015,50,6,19,33.2
2015,50,6,22,18.0
2016,0,6,19,35.7
2016,0,6,21,18.1
2016,0,6,22,22.8
2016,1,6,19,41.8
2016,1,6,22,15.3
2016,2,6,11,11.4
2016,2,6,19,19.8
2016,2,6,21,22.0
2016,2,6,22,15.5
2016,3,6,11,21.4
2016,3,6,19,39.0
2016,3,6,21,17.2
2016,3,6,22,24.4
2016,4,6,11,10.6
2016,4,6,19,17.1
2016,4,6,20,5.7
2016,4,6,21,15.5
2016,4,6,22,12.1
2016,5,6,11,18.7
2016,5,6,19,23.3
2016,5,6,21,20.7
2016,5,6,22,14.3
2016,6,6,11,15.2
2016,6,6,21,16.8
2016,6,6,22,12.6
2016,7,6,11,10.2
2016,7,6,21,16.4
2016,7,6,22,18.5
2016,8,6,11,8.8
2016,8,6,21,21.8
2016,8,6,22,9.3
2016,9,6,11,11.8
2016,9,6,19,26.5
2016,9,6,20,6.1
2016,9,6,21,12.4
2016,9,6,22,17.9
2016,10,6,11,14.1
2016,10,6,21,17.9
2016,10,6,22,19.0
2016,11,6,11,17.8
2016,11,6,20,8.8
2016,11,6,22,12.7
2016,12,6,11,8.1
2016,12,6,19,28.6
2016,12,6,22,14.8
2016,13,6,11,9.9
2016,13,6,21,21.2
2016,13,6,22,16.3
2016,14,6,11,17.8
2016,14,6,19,36.1
2016,14,6,21,23.0
2016,14,6,22,21.0
2016,15,6,11,11.0
2016,15,6,21,28.4
2016,15,6,22,16.4
2016,16,6,11,14.2
2016,16,6,19,30.2
2016,16,6,21,25.4
2016,16,6,22,16.5
2016,17,6,19,48.7
2016,17,6,21,26.5
2016,17,6,22,24.3
2016,18,6,11,25.8
2016,18,6,21,22.3
2016,18,6,22,22.6
2016,19,6,19,38.1
2016,19,6,22,19.3
2016,20,6,11,10.2
2016,20,6,19,37.7
2016,20,6,20,5.1
2016,20,6,21,13.7
2016,20,6,22,14.8
2016,21,6,11,11.9
2016,21,6,21,11.3
2016,21,6,22,14.2
2016,22,6,11,19.8
2016,22,6,19,42.4
2016,22,6,20,11.3
2016,22,6,21,24.9
2016,22,6,22,19.5
2016,23,6,11,13.3
2016,23,6,19,38.9
2016,23,6,20,8.4
2016,23,6,21,18.1
2016,23,6,22,15.0
2016,24,6,21,20.7
2016,24,6,22,23.8
2016,25,6,11,23.6
2016,25,6,19,41.1
2016,25,6,21,26.0
2016,25,6,22,21.3
2016,26,6,11,29.9
2016,26,6,19,38.2
2016,26,6,22,16.6
2016,27,6,11,17.5
2016,27,6,19,38.3
2016,27,6,21,23.1
2016,27,6,22,16.5
2016,28,6,11,11.4
2016,28,6,21,17.9
2016,28,6,22,18.3
2016,30,6,11,11.1
2016,30,6,21,21.4
2016,30,6,22,15.2
2016,31,6,11,17.4
2016,31,6,19,13.9
2016,31,6,22,15.4
2016,32,6,11,11.9
2016,32,6,19,21.8
2016,32,6,20,5.8
2016,32,6,21,16.3
2016,32,6,22,15.7
2016,33,6,11,13.6
2016,33,6,19,26.2
2016,33,6,21,19.9
2016,33,6,22,17.9
2016,34,6,11,33.1
2016,34,6,19,49.7
2016,34,6,22,17.8
2016,35,6,11,22.3
2016,35,6,19,26.8
2016,35,6,21,23.5
2016,35,6,22,22.4
2016,36,6,11,17.9
2016,36,6,19,24.4
2016,36,6,21,18.4
2016,36,6,22,19.3
2016,37,6,11,12.1
2016,37,6,19,24.0
2016,37,6,22,16.8
2016,38,6,11,19.2
2016,38,6,21,24.1
2016,38,6,22,17.2
2016,39,6,11,9.2
2016,39,6,21,14.6
2016,39,6,22,15.0
2016,40,6,11,14.9
2016,40,6,19,23.9
2016,40,6,21,22.5
2016,40,6,22,19.2
2016,41,6,19,48.7
2016,41,6,22,15.5
2016,42,6,11,21.0
2016,42,6,19,34.3
2016,42,6,21,21.0
2016,42,6,22,22.2
2016,43,6,11,12.1
2016,43,6,21,12.3
2016,43,6,22,16.7
2016,44,6,11,9.6
2016,44,6,19,21.0
2016,44,6,22,8.1
2016,45,6,11,32.4
2016,45,6,19,42.1
2016,45,6,22,16.4
2016,46,6,11,11.8
2016,46,6,19,23.3
2016,46,6,21,15.8
2016,46,6,22,16.4
2016,47,6,11,12.7
2016,47,6,19,30.0
2016,47,6,20,7.5
2016,47,6,21,18.0
2016,47,6,22,14.3
2016,48,6,21,32.4
2016,48,6,22,24.7
2016,49,6,19,29.5
2016,49,6,21,22.9
2016,49,6,22,16.8
2016,50,6,11,20.1
2016,50,6,22,18.1
2017,0,6,11,22.8
2017,0,6,19,40.2
2017,0,6,21,21.7
2017,0,6,22,20.5
2017,1,6,19,43.5
2017,1,6,22,16.7
2017,2,6,11,14.5
2017,2,6,19,12.9
2017,2,6,21,17.7
2017,2,6,22,16.3
2017,3,6,19,54.4
2017,3,6,21,22.8
2017,3,6,22,22.1
2017,4,6,11,10.7
2017,4,6,19,11.5
2017,4,6,20,7.1
2017,4,6,21,17.5
2017,4,6,22,12.4
2017,5,6,11,16.4
2017,5,6,19,21.0
2017,5,6,21,20.3
2017,5,6,22,14.1
2017,6,6,11,16.3
2017,6,6,21,15.0
2017,6,6,22,12.0
2017,7,6,11,9.4
2017,7,6,19,39.6
2017,7,6,21,17.6
2017,7,6,22,17.1
2017,8,6,11,10.8
2017,8,6,21,22.2
2017,8,6,22,6.9
2017,9,6,11,13.2
2017,9,6,19,17.3
2017,9,6,21,14.6
2017,9,6,22,17.7
2017,10,6,11,12.9
2017,10,6,21,16.2
2017,10,6,22,19.3
2017,11,6,11,16.8
2017,11,6,20,8.4
2017,11,6,22,12.0
2017,12,6,11,9.8
2017,12,6,22,14.2
2017,13,6,11,11.7
2017,13,6,20,6.8
2017,13,6,21,19.9
2017,13,6,22,15.9
2017,14,6,11,14.0
2017,14,6,19,33.3
2017,14,6,21,21.2
2017,14,6,22,22.3
2017,15,6,11,13.8
2017,15,6,21,36.0
2017,15,6,22,16.3
2017,16,6,11,15.9
2017,16,6,19,40.7
2017,16,6,20,5.5
2017,16,6,21,24.0
2017,16,6,22,17.1
2017,17,6,11,25.0
2017,17,6,19,43.9
2017,17,6,21,21.4
2017,17,6,22,24.6
2017,18,6,11,33.4
2017,18,6,19,38.9
2017,18,6,21,20.7
2017,18,6,22,22.7
2017,19,6,19,31.0
2017,19,6,22,16.8
2017,20,6,11,12.8
2017,20,6,19,31.6
2017,20,6,20,7.1
2017,20,6,21,15.1
2017,20,6,22,14.1
2017,21,6,11,18.3
2017,21,6,21,15.5
2017,21,6,22,13.2
2017,22,6,11,15.8
2017,22,6,19,45.4
2017,22,6,21,22.2
2017,22,6,22,19.0
2017,23,6,11,15.7
2017,23,6,19,38.1
2017,23,6,20,8.6
2017,23,6,21,19.3
2017,23,6,22,14.0
2017,24,6,21,19.4
2017,24,6,22,24.0
2017,25,6,11,19.7
2017,25,6,21,26.9
2017,25,6,22,20.2
2017,26,6,11,24.6
2017,26,6,19,46.1
2017,26,6,22,15.1
2017,27,6,11,13.1
2017,27,6,19,44.8
2017,27,6,21,21.2
2017,27,6,22,14.9
2017,28,6,11,14.2
2017,28,6,21,22.6
2017,28,6,22,18.3
2017,30,6,11,13.8
2017,30,6,20,6.5
2017,30,6,21,14.4
2017,30,6,22,14.9
2017,31,6,11,18.2
2017,31,6,19,15.2
2017,31,6,22,17.3
2017,32,6,11,12.1
2017,32,6,19,27.7
2017,32,6,20,9.2
2017,32,6,21,14.1
2017,32,6,22,15.5
2017,33,6,11,7.9
2017,33,6,19,15.1
2017,33,6,21,20.0
2017,33,6,22,17.5
2017,34,6,19,51.3
2017,34,6,22,16.8
2017,35,6,11,24.4
2017,35,6,19,60.2
2017,35,6,21,24.6
2017,35,6,22,20.2
2017,36,6,11,19.5
2017,36,6,19,29.7
2017,36,6,21,18.8
2017,36,6,22,18.9
2017,37,6,11,13.1
2017,37,6,19,18.9
2017,37,6,21,26.2
2017,37,6,22,16.1
2017,38,6,11,20.1
2017,38,6,21,20.0
2017,38,6,22,18.8
2017,39,6,11,14.2
2017,39,6,20,32.2
2017,39,6,21,20.3
2017,39,6,22,14.2
2017,40,6,11,17.2
2017,40,6,19,38.5
2017,40,6,21,18.3
2017,40,6,22,18.6
2017,41,6,11,26.4
2017,41,6,19,36.6
2017,41,6,22,17.2
2017,42,6,11,18.7
2017,42,6,19,45.2
2017,42,6,21,23.3
2017,42,6,22,21.9
2017,43,6,11,15.3
2017,43,6,21,17.0
2017,43,6,22,16.5
2017,44,6,11,11.9
2017,44,6,19,22.5
2017,44,6,22,8.2
2017,45,6,19,41.7
2017,45,6,22,15.5
2017,46,6,11,9.4
2017,46,6,19,22.1
2017,46,6,20,12.0
2017,46,6,21,19.7
2017,46,6,22,16.8
2017,47,6,11,11.2
2017,47,6,19,25.2
2017,47,6,20,7.1
2017,47,6,21,16.5
2017,47,6,22,14.0
2017,48,6,21,39.8
2017,48,6,22,25.6
2017,49,6,11,11.6
2017,49,6,19,43.4
2017,49,6,21,16.8
2017,49,6,22,16.1
2017,50,6,11,20.8
2017,50,6,19,23.6
2017,50,6,22,18.2
2018,0,6,19,50.2
2018,0,6,21,18.5
2018,0,6,22,19.2
2018,1,6,19,38.6
2018,1,6,22,14.7
2018,2,6,11,13.2
2018,2,6,19,16.1
2018,2,6,21,12.3
2018,2,6,22,14.2
2018,3,6,11,15.8
2018,3,6,19,41.6
2018,3,6,21,21.0
2018,3,6,22,23.1
2018,4,6,11,11.3
2018,4,6,19,23.6
2018,4,6,20,7.2
2018,4,6,21,13.5
2018,4,6,22,11.7
2018,5,6,11,16.0
2018,5,6,19,20.7
2018,5,6,20,12.1
2018,5,6,21,20.6
2018,5,6,22,13.4
2018,6,6,11,16.5
2018,6,6,21,18.2
2018,6,6,22,10.8
2018,7,6,11,15.6
2018,7,6,21,17.4
2018,7,6,22,17.0
2018,8,6,11,7.8
2018,8,6,21,21.8
2018,8,6,22,6.9
2018,9,6,11,12.6
2018,9,6,19,29.7
2018,9,6,21,11.5
2018,9,6,22,15.9
2018,10,6,11,11.2
2018,10,6,19,24.6
2018,10,6,21,13.9
2018,10,6,22,18.5
2018,11,6,11,21.4
2018,11,6,20,9.0
2018,11,6,22,11.6
2018,12,6,11,8.0
2018,12,6,22,14.9
2018,13,6,11,10.0
2018,13,6,20,7.8
2018,13,6,21,21.4
2018,13,6,22,16.1
2018,14,6,11,12.9
2018,14,6,19,33.2
2018,14,6,21,20.8
2018,14,6,22,21.8
2018,15,6,11,14.2
2018,15,6,20,19.0
2018,15,6,21,22.7
2018,15,6,22,16.1
2018,16,6,11,17.0
2018,16,6,19,23.5
2018,16,6,21,21.2
2018,16,6,22,16.8
2018,17,6,11,20.3
2018,17,6,21,24.8
2018,17,6,22,23.4
2018,18,6,11,21.1
2018,18,6,19,21.3
2018,18,6,21,16.1
2018,18,6,22,22.9
2018,19,6,11,26.9
2018,19,6,19,28.7
2018,19,6,22,17.6
2018,20,6,11,6.8
2018,20,6,19,18.1
2018,20,6,20,8.2
2018,20,6,21,13.7
2018,20,6,22,13.2
2018,21,6,11,13.7
2018,21,6,21,10.9
2018,21,6,22,14.1
2018,22,6,11,25.9
2018,22,6,19,40.8
2018,22,6,20,12.2
2018,22,6,21,22.7
2018,22,6,22,17.8
2018,23,6,11,13.6
2018,23,6,19,49.3
2018,23,6,20,9.9
2018,23,6,21,21.4
2018,23,6,22,14.6
2018,24,6,21,18.8
2018,24,6,22,21.4
2018,25,6,11,18.1
2018,25,6,19,31.9
2018,25,6,21,22.1
2018,25,6,22,18.9
2018,26,6,11,20.6
2018,26,6,19,39.2
2018,26,6,22,16.5
2018,27,6,11,12.2
2018,27,6,19,36.9
2018,27,6,21,29.3
2018,27,6,22,15.3
2018,28,6,11,11.2
2018,28,6,21,21.6
2018,28,6,22,16.6
2018,30,6,11,13.4
2018,30,6,21,12.7
2018,30,6,22,14.4
2018,31,6,11,15.6
2018,31,6,19,17.3
2018,31,6,22,14.7
2018,32,6,11,12.1
2018,32,6,19,21.5
2018,32,6,20,7.1
2018,32,6,21,14.1
2018,32,6,22,13.3
2018,33,6,11,10.8
2018,33,6,19,32.8
2018,33,6,21,17.2
2018,33,6,22,18.3
2018,34,6,11,25.2
2018,34,6,19,43.7
2018,34,6,21,19.8
2018,34,6,22,17.5
2018,35,6,11,18.6
2018,35,6,21,23.4
2018,35,6,22,20.1
2018,36,6,11,11.6
2018,36,6,19,21.7
2018,36,6,21,21.0
2018,36,6,22,19.8
2018,37,6,11,12.0
2018,37,6,19,26.1
2018,37,6,22,16.1
2018,38,6,11,18.9
2018,38,6,21,23.7
2018,38,6,22,16.3
2018,39,6,11,9.7
2018,39,6,21,9.5
2018,39,6,22,15.5
2018,40,6,11,12.8
2018,40,6,21,17.0
2018,40,6,22,18.7
2018,41,6,11,30.6
2018,41,6,19,34.5
2018,41,6,22,16.9
2018,42,6,11,9.3
2018,42,6,21,20.8
2018,42,6,22,21.0
2018,43,6,11,12.0
2018,43,6,19,38.4
2018,43,6,21,21.0
2018,43,6,22,14.6
2018,44,6,11,11.8
2018,44,6,19,24.0
2018,44,6,22,8.1
2018,45,6,19,45.9
2018,45,6,22,12.9
2018,46,6,11,8.4
2018,46,6,19,23.3
2018,46,6,21,18.0
2018,46,6,22,15.6
2018,47,6,11,10.2
2018,47,6,19,24.6
2018,47,6,20,9.1
2018,47,6,21,12.0
2018,47,6,22,12.3
2018,48,6,21,27.4
2018,48,6,22,25.1
2018,49,6,11,17.4
2018,49,6,21,17.1
2018,49,6,22,16.4
2018,50,6,11,26.6
2018,50,6,19,42.2
2018,50,6,22,17.4
2019,0,6,11,20.4
2019,0,6,19,30.5
2019,0,6,21,20.4
2019,0,6,22,19.8
2019,1,6,19,31.4
2019,1,6,22,14.0
2019,2,6,11,15.5
2019,2,6,19,22.6
2019,2,6,21,14.4
2019,2,6,22,14.3
2019,3,6,19,29.9
2019,3,6,21,21.6
2019,3,6,22,20.5
2019,4,6,11,10.0
2019,4,6,19,26.9
2019,4,6,20,6.2
2019,4,6,21,16.6
2019,4,6,22,10.2
2019,5,6,11,14.6
2019,5,6,20,12.8
2019,5,6,21,17.0
2019,5,6,22,12.8
2019,6,6,11,10.9
2019,6,6,21,14.2
2019,6,6,22,12.3
2019,7,6,11,8.6
2019,7,6,21,16.8
2019,7,6,22,16.9
2019,8,6,21,20.4
2019,8,6,22,6.9
2019,9,6,11,12.6
2019,9,6,19,19.7
2019,9,6,21,12.4
2019,9,6,22,16.4
2019,10,6,11,15.3
2019,10,6,21,14.2
2019,10,6,22,18.0
2019,11,6,11,15.8
2019,11,6,20,8.6
2019,11,6,22,12.2
2019,12,6,11,13.0
2019,12,6,19,37.6
2019,12,6,22,15.3
2019,13,6,11,12.2
2019,13,6,20,10.1
2019,13,6,21,18.8
2019,13,6,22,14.1
2019,14,6,11,13.8
2019,14,6,19,45.8
2019,14,6,21,19.6
2019,14,6,22,19.5
2019,15,6,11,8.7
2019,15,6,21,25.3
2019,15,6,22,16.4
2019,16,6,11,16.6
2019,16,6,19,35.8
2019,16,6,21,20.5
2019,16,6,22,15.2
2019,17,6,11,22.5
2019,17,6,19,50.2
2019,17,6,21,24.7
2019,17,6,22,23.0
2019,18,6,11,23.3
2019,18,6,19,31.5
2019,18,6,21,22.3
2019,18,6,22,21.9
2019,19,6,11,19.6
2019,19,6,19,44.5
2019,19,6,22,17.3
2019,20,6,11,9.3
2019,20,6,19,31.9
2019,20,6,20,5.3
2019,20,6,21,12.5
2019,20,6,22,14.2
2019,21,6,11,12.3
2019,21,6,21,14.4
2019,21,6,22,12.4
2019,22,6,11,24.7
2019,22,6,19,38.4
2019,22,6,21,21.9
2019,22,6,22,17.8
2019,23,6,11,13.8
2019,23,6,19,36.1
2019,23,6,20,13.9
2019,23,6,21,18.1
2019,23,6,22,14.0
2019,24,6,21,18.1
2019,24,6,22,20.6
2019,25,6,11,18.3
2019,25,6,19,45.7
2019,25,6,21,22.6
2019,25,6,22,18.8
2019,26,6,11,24.0
2019,26,6,19,41.5
2019,26,6,22,14.5
2019,27,6,11,13.1
2019,27,6,19,20.5
2019,27,6,21,18.1
2019,27,6,22,14.7
2019,28,6,11,10.7
2019,28,6,21,14.7
2019,28,6,22,18.5
2019,29,6,11,33.3
2019,29,6,22,15.3
2019,31,6,11,17.0
2019,31,6,19,12.2
2019,31,6,22,15.3
2019,32,6,11,10.6
2019,32,6,19,29.5
2019,32,6,20,10.0
2019,32,6,21,12.1
2019,32,6,22,13.7
2019,33,6,11,10.3
2019,33,6,19,24.5
2019,33,6,21,19.4
2019,33,6,22,18.9
2019,34,6,11,14.8
2019,34,6,19,35.1
2019,34,6,22,16.2
2019,35,6,11,19.8
2019,35,6,21,25.2
2019,35,6,22,20.4
2019,36,6,11,14.5
2019,36,6,19,30.7
2019,36,6,21,16.8
2019,36,6,22,18.3
2019,37,6,11,11.0
2019,37,6,19,27.7
2019,37,6,22,14.9
2019,38,6,11,18.4
2019,38,6,21,20.9
2019,38,6,22,16.8
2019,39,6,11,11.5
2019,39,6,21,13.8
2019,39,6,22,13.6
2019,40,6,11,12.9
2019,40,6,19,31.4
2019,40,6,21,17.9
2019,40,6,22,17.5
2019,41,6,19,43.8
2019,41,6,22,15.8
2019,42,6,11,21.9
2019,42,6,19,28.1
2019,42,6,21,20.3
2019,42,6,22,19.5
2019,43,6,11,14.9
2019,43,6,21,18.7
2019,43,6,22,14.7
2019,44,6,11,8.4
2019,44,6,21,17.3
2019,44,6,22,7.4
2019,46,6,11,7.8
2019,46,6,21,15.4
2019,46,6,22,14.5
2019,47,6,11,10.3
2019,47,6,19,32.2
2019,47,6,20,6.8
2019,47,6,21,15.2
2019,47,6,22,12.9
2019,48,6,21,28.5
2019,48,6,22,23.5
2019,49,6,11,10.6
2019,49,6,19,32.6
2019,49,6,21,36.1
2019,49,6,22,14.3
2019,50,6,11,21.1
2019,50,6,19,46.3
2019,50,6,22,17.1
2020,0,6,11,22.2
2020,0,6,19,35.8
2020,0,6,21,18.0
2020,0,6,22,17.9
2020,1,6,19,36.3
2020,1,6,22,14.5
2020,2,6,11,12.1
2020,2,6,19,16.1
2020,2,6,21,21.0
2020,2,6,22,13.1
2020,3,6,19,40.4
2020,3,6,21,19.0
2020,3,6,22,21.3
2020,4,6,11,7.8
2020,4,6,20,7.2
2020,4,6,21,18.9
2020,4,6,22,8.9
2020,5,6,11,12.8
2020,5,6,19,19.7
2020,5,6,21,23.2
2020,5,6,22,11.6
2020,6,6,11,14.4
2020,6,6,21,15.3
2020,6,6,22,11.1
2020,7,6,11,14.0
2020,7,6,21,16.2
2020,7,6,22,15.4
2020,8,6,21,18.0
2020,8,6,22,5.7
2020,9,6,11,14.1
2020,9,6,19,26.7
2020,9,6,21,13.2
2020,9,6,22,15.5
2020,10,6,11,10.9
2020,10,6,19,29.7
2020,10,6,21,14.2
2020,10,6,22,17.1
2020,11,6,11,13.6
2020,11,6,20,8.8
2020,11,6,22,10.7
2020,12,6,11,13.6
2020,12,6,19,23.0
2020,12,6,22,13.5
2020,13,6,11,6.4
2020,13,6,21,17.6
2020,13,6,22,13.8
2020,14,6,11,11.1
2020,14,6,19,45.7
2020,14,6,21,20.3
2020,14,6,22,19.9
2020,15,6,11,11.7
2020,15,6,21,20.7
2020,15,6,22,15.5
2020,16,6,11,16.9
2020,16,6,19,36.0
2020,16,6,21,24.4
2020,16,6,22,15.6
2020,17,6,21,26.8
2020,17,6,22,21.3
2020,18,6,11,13.8
2020,18,6,21,15.5
